system_id,system_short,system,module_id,module,gene,w_g,role,confidence,w_g_source,anchor,evidence,citation,review_flag
6,libido,Libido & sexual function,6.3,Prolactin receptor–JAK2/STAT5 signaling in reproductive/sexual physiology,JAK2,-1,transducer,medium,omnipath,FALSE,"OmniPath PRLR->JAK2 consensus_stimulation ce=10, so JAK2 takes the sign of PRLR in this module",KEGG-MEDICUS;SPIKE;Wang;SignaLink3;HPRD;BioGRID;SPIKE_LC,
6,libido,Libido & sexual function,6.3,Prolactin receptor–JAK2/STAT5 signaling in reproductive/sexual physiology,PRL,-1,brake,medium,literature,FALSE,"meta-analysis: stepwise negative influence of prolactin on male sexual desire; normalizing PRL restores libido | role relabelled from ""driver"": prolactin lowers sexual desire; ""driver"" described its endocrine class, not its direction on the libido tone",37340146,
6,libido,Libido & sexual function,6.3,Prolactin receptor–JAK2/STAT5 signaling in reproductive/sexual physiology,PRLR,-1,transducer,medium,literature,FALSE,"receptor for the suppressive ligand; PRL->PRLR consensus_stimulation in OmniPath ce=46, so same sign as PRL",37340146,
6,libido,Libido & sexual function,6.3,Prolactin receptor–JAK2/STAT5 signaling in reproductive/sexual physiology,STAT5A,-1,transducer,medium,omnipath,FALSE,OmniPath JAK2->STAT5A consensus_stimulation ce=47; takes the sign of the PRLR-JAK2 cascade,SIGNOR;SignaLink3;KEGG-MEDICUS;PhosphoSite,
6,libido,Libido & sexual function,6.3,Prolactin receptor–JAK2/STAT5 signaling in reproductive/sexual physiology,STAT5B,-1,transducer,medium,omnipath,FALSE,OmniPath JAK2->STAT5B consensus_stimulation ce=18; takes the sign of the PRLR-JAK2 cascade,HINT;SIGNOR;SignaLink3;KEGG-MEDICUS,
6,libido,Libido & sexual function,6.4,Galanin signalling,GAL,1,driver,medium,literature,FALSE,galanin microinjected into the medial preoptic nucleus dose-dependently facilitated male rat copulatory behaviour,7504308,
6,libido,Libido & sexual function,6.4,Galanin signalling,GALR1,0,ambiguous,medium,literature,FALSE,"RESOLVED KEEP_CURRENT: Signed vs the pro-erectile NO-cGMP/desire tone, not cAMP in the galanin neuron; the retrieved pro-erectile galanin action is GalR2-mediated and galanin is not a direct cavernosal vasodilator",7504308;29550465,
6,libido,Libido & sexual function,6.4,Galanin signalling,GALR2,1,transducer,low,rule,FALSE,rule: Gq/G11-coupled excitatory transduction and mediator of galanin facilitation - both readings agree | GtoPdb lists both stimulatory and inhibitory coupling,,low_confidence_signed
6,libido,Libido & sexual function,6.4,Galanin signalling,GALR3,0,ambiguous,low,literature,FALSE,"RESOLVED KEEP_CURRENT: Same referent as GALR1: Gi/o cAMP is not the NO-cGMP/desire tone, and no GalR3-specific pro-sexual action is retrievable; GalR2 carries the galanin erectile effect",7504308;29550465,
6,libido,Libido & sexual function,6.5,Prostanoid signalling,PTGER1,-1,transducer,high,literature,FALSE,"RESOLVED KEEP_CURRENT: Signed vs the relaxation tone: EP1 agonism contracts human corpus cavernosum (SC51322-sensitive), so Gq here is detumescence; the Gq-implies-+1 class rule is the wrong referent",14562138,
6,libido,Libido & sexual function,6.5,Prostanoid signalling,PTGER2,1,transducer,high,gtopdb,FALSE,relaxant effects of prostanoids in human corpus cavernosum are mediated by EP2 and/or EP4 receptors | confirmed by GtoPdb coupling (Gs),11976264; GtoPdb Gs,
6,libido,Libido & sexual function,6.5,Prostanoid signalling,PTGER3,-1,transducer,high,gtopdb,FALSE,Gi-coupled; the EP3 agonist sulprostone induced contraction of human corpus cavernosum strips | confirmed by GtoPdb coupling (Gi/o),14562138; GtoPdb Gi/o,
6,libido,Libido & sexual function,6.5,Prostanoid signalling,PTGER4,1,transducer,high,gtopdb,FALSE,relaxation of human corpus cavernosum mediated by EP2 and/or EP4; butaprost relaxed the tissue | confirmed by GtoPdb coupling (Gs),11976264; GtoPdb Gs,
6,libido,Libido & sexual function,6.5,Prostanoid signalling,PTGES,1,synthesis,medium,rule,FALSE,"rule: PGE synthase generates PGE2, the prostanoid whose EP2/EP4 arm relaxes cavernosal smooth muscle",,
6,libido,Libido & sexual function,6.5,Prostanoid signalling,PTGS1,1,synthesis,medium,literature,FALSE,arachidonic acid relaxed human corpus cavernosum and the relaxation was blocked by the COX inhibitor indomethacin,11976264,
6,libido,Libido & sexual function,6.6,Chemosensory receptors with candidate social/sexual odor relevance,OR7D4,0,off-axis,medium,rule,FALSE,"odorant receptor; androstenone percept valence is genotype-dependent, so no consistent direction on arousal tone",,
6,libido,Libido & sexual function,6.6,Chemosensory receptors with candidate social/sexual odor relevance,TAAR5,0,off-axis,low,rule,FALSE,trimethylamine chemosensory receptor; module note itself rejects a proven human pheromonal pathway,,
6,libido,Libido & sexual function,6.6,Chemosensory receptors with candidate social/sexual odor relevance,VN1R1,0,unresolved,low,unresolved,FALSE,no established human ligand or physiological output; deorphanization plus a genital/arousal readout would settle it,,unresolved_needs_evidence
7,pregnancy,"Pregnancy, parturition & lactation",7.1,Placental peptide hormones,CSH1,1,driver,high,omnipath,TRUE,placental lactogen; OmniPath CSH1->PRLR consensus_stimulation ce=6 - defines placental endocrine output,Guide2Pharma;HPRD;Ramilowski2015;LRdb;CellCall,
7,pregnancy,"Pregnancy, parturition & lactation",7.1,Placental peptide hormones,INSL4,1,driver,low,rule,FALSE,rule: placenta-specific peptide hormone of trophoblast origin; function poorly characterized so sign is class-based only,,low_confidence_signed
7,pregnancy,"Pregnancy, parturition & lactation",7.2,Placental angiogenesis and preeclampsia-related vascular signaling,ENG,0,ambiguous,low,omnipath,FALSE,membrane endoglin is a TGF-beta co-receptor (OmniPath TGFBR1->ENG stim ce=14) but soluble endoglin is anti-angiogenic,HINT;PhosphoSite;Cui2007;Wang;InnateDB;NetPath;SPIKE_LC,
7,pregnancy,"Pregnancy, parturition & lactation",7.2,Placental angiogenesis and preeclampsia-related vascular signaling,FLT1,-1,antagonist,high,literature,FALSE,soluble Flt-1 is an anti-angiogenic decoy that antagonizes VEGF and PlGF; upregulated by trophoblast hypoxia,15284201;16158464,
7,pregnancy,"Pregnancy, parturition & lactation",7.2,Placental angiogenesis and preeclampsia-related vascular signaling,HIF1A,0,ambiguous,medium,omnipath,FALSE,OmniPath HIF1A/ARNT stimulates VEGFA (ce=4) but also FLT1 (ce=2) and SERPINE1 (ce=4) - pro- and anti-angiogenic arms,SPIKE;SPIKE_LC,
7,pregnancy,"Pregnancy, parturition & lactation",7.2,Placental angiogenesis and preeclampsia-related vascular signaling,KDR,1,transducer,high,rule,FALSE,rule: VEGFR2 is the signalling receptor transducing VEGFA/PGF-driven placental angiogenesis,,
7,pregnancy,"Pregnancy, parturition & lactation",7.2,Placental angiogenesis and preeclampsia-related vascular signaling,PGF,1,driver,high,rule,TRUE,rule: placental growth factor is the placenta-specific pro-angiogenic ligand defining this arm of the tone,,
7,pregnancy,"Pregnancy, parturition & lactation",7.2,Placental angiogenesis and preeclampsia-related vascular signaling,VEGFA,1,driver,high,rule,TRUE,rule: principal pro-angiogenic ligand; OmniPath VEGFA->FLT1 and ->KDR ligand-receptor edges ce=45,,
7,pregnancy,"Pregnancy, parturition & lactation",7.3,Myometrial activation and parturition,GJA1,1,driver,high,rule,FALSE,"rule: connexin-43 gap junctions electrically couple myometrium, enabling coordinated contraction at labour",,
7,pregnancy,"Pregnancy, parturition & lactation",7.3,Myometrial activation and parturition,KCNMB1,-1,accessory,medium,rule,FALSE,rule: accessory beta1 subunit of the BK potassium channel - a hyperpolarizing conductance opposing myometrial excitation,,
7,pregnancy,"Pregnancy, parturition & lactation",7.3,Myometrial activation and parturition,PTGFR,1,transducer,high,gtopdb,FALSE,rule: Gq-coupled FP receptor mediating PGF2alpha-driven myometrial contraction | confirmed by GtoPdb coupling (Gq/11),GtoPdb Gq/11,
7,pregnancy,"Pregnancy, parturition & lactation",7.3,Myometrial activation and parturition,PTGS2,1,synthesis,high,rule,TRUE,rule: COX-2 is the inducible rate-limiting enzyme for the labour-associated prostaglandin surge,,
7,pregnancy,"Pregnancy, parturition & lactation",7.4,Relaxin family,RLN1,1,driver,low,rule,FALSE,rule: primate relaxin-1 pregnancy hormone driving cervical/pelvic remodelling; opposes myometrial contraction,,low_confidence_signed
7,pregnancy,"Pregnancy, parturition & lactation",7.4,Relaxin family,RLN2,1,driver,medium,rule,FALSE,rule: principal circulating human relaxin - cervical ripening and vasodilation; uterine action is quiescent-side,,
7,pregnancy,"Pregnancy, parturition & lactation",7.4,Relaxin family,RXFP1,1,transducer,medium,rule,FALSE,rule: Gs-coupled relaxin receptor; same sign as its ligand within this module | GtoPdb lists both stimulatory and inhibitory coupling,,
7,pregnancy,"Pregnancy, parturition & lactation",7.5,Lactogenesis and milk-protein synthesis,CSN2,1,driver,high,rule,TRUE,rule: beta-casein is the milk-protein effector that defines lactogenic output,,
7,pregnancy,"Pregnancy, parturition & lactation",7.5,Lactogenesis and milk-protein synthesis,ELF5,1,driver,high,literature,FALSE,Elf5 conditional KO mammary epithelium completely failed alveologenesis and lost secretory markers; Elf5 activates Stat5a,19269284,
7,pregnancy,"Pregnancy, parturition & lactation",7.5,Lactogenesis and milk-protein synthesis,LALBA,1,driver,high,rule,FALSE,rule: alpha-lactalbumin is the regulatory subunit of lactose synthase - direct milk-secretion effector,,
7,pregnancy,"Pregnancy, parturition & lactation",7.6,Trophoblast invasion and implantation,MMP2,1,driver,high,rule,FALSE,rule: gelatinase A proteolysis of ECM enables trophoblast invasion and implantation,,
7,pregnancy,"Pregnancy, parturition & lactation",7.6,Trophoblast invasion and implantation,MMP9,1,driver,high,rule,FALSE,rule: gelatinase B proteolysis of ECM enables trophoblast invasion and implantation,,
7,pregnancy,"Pregnancy, parturition & lactation",7.6,Trophoblast invasion and implantation,PLAU,1,driver,high,omnipath,FALSE,OmniPath PLAU->PLAUR consensus_stimulation ce=38; uPA-plasmin proteolysis drives invasion,Guide2Pharma;SIGNOR;CellPhoneDB;HPRD;HINT;BioGRID,
7,pregnancy,"Pregnancy, parturition & lactation",7.6,Trophoblast invasion and implantation,PLAUR,1,transducer,medium,omnipath,FALSE,OmniPath PLAU->PLAUR consensus_stimulation ce=38; uPAR concentrates uPA activity at the invasion front,Guide2Pharma;SIGNOR;CellPhoneDB;HPRD;HINT;BioGRID,
7,pregnancy,"Pregnancy, parturition & lactation",7.6,Trophoblast invasion and implantation,SERPINE1,-1,antagonist,high,rule,FALSE,"rule: endogenous antagonist - PAI-1 is the serine-protease inhibitor of uPA/tPA, restraining invasive proteolysis",,
7,pregnancy,"Pregnancy, parturition & lactation",7.6,Trophoblast invasion and implantation,TIMP1,-1,antagonist,high,omnipath,FALSE,OmniPath TIMP1 -| MMP9 consensus_inhibition ce=8; MMP9 is +1 in this module so TIMP1 is -1,HINT;IntAct;SIGNOR;Wang;Lit-BM-17;BioGRID,
7,pregnancy,"Pregnancy, parturition & lactation",7.6,Trophoblast invasion and implantation,TIMP2,-1,antagonist,high,omnipath,FALSE,OmniPath TIMP2 -| MMP2 consensus_inhibition ce=27; MMP2 is +1 in this module so TIMP2 is -1,HINT;ConnectomeDB2025;IntAct;Wang;Lit-BM-17;HPRD;BioGRID;SPIKE_LC,
8,dopamine,Dopamine,8.1,D1-like receptors and Gs signalling,DRD1,1,transducer,high,curated,TRUE,PI-curated: D1 postsynaptic signalling,,
8,dopamine,Dopamine,8.1,D1-like receptors and Gs signalling,DRD5,1,transducer,medium,curated,FALSE,PI-curated: D1-like,,
8,dopamine,Dopamine,8.1,D1-like receptors and Gs signalling,GNAL,1,accessory,high,rule,FALSE,rule: Gs-family Galpha-olf is the obligate G protein coupling striatal D1/D5 to adenylyl cyclase - same sign as receptor,,
8,dopamine,Dopamine,8.2,D2-like receptors and Gi signalling,ANKK1,0,ambiguous,medium,curated,FALSE,PI-curated: TaqIA neighbour; function unclear,,
8,dopamine,Dopamine,8.2,D2-like receptors and Gi signalling,DRD2,-1,opposing-transducer,high,curated,FALSE,PI-curated: Gi-coupled lowers cAMP; presynaptic autoreceptor suppresses DA release - opposite of D1-like,,
8,dopamine,Dopamine,8.2,D2-like receptors and Gi signalling,DRD3,-1,opposing-transducer,medium,curated,FALSE,PI-curated: D2-like Gi-coupled autoreceptor arm,,
8,dopamine,Dopamine,8.2,D2-like receptors and Gi signalling,DRD4,-1,opposing-transducer,medium,curated,FALSE,PI-curated: D2-like Gi-coupled,,
8,dopamine,Dopamine,8.2,D2-like receptors and Gi signalling,GNAI2,-1,accessory,medium,rule,FALSE,rule: Galpha-i2 transduces D2-like inhibition of adenylyl cyclase - same sign as the receptor it serves,,
8,dopamine,Dopamine,8.2,D2-like receptors and Gi signalling,GNAO1,-1,accessory,medium,rule,FALSE,rule: Galpha-o transduces D2-like signalling in striatum - same sign as the receptor it serves,,
8,dopamine,Dopamine,8.2,D2-like receptors and Gi signalling,GPR88,-1,brake,low,literature,FALSE,"Gpr88 KO raised MSN glutamatergic excitation and firing with hyperlocomotion, so GPR88 restrains striatal output",23064379,low_confidence_signed
8,dopamine,Dopamine,8.2,D2-like receptors and Gi signalling,RGS4,-1,brake,medium,rule,FALSE,rule: RGS GAP terminates GPCR signalling; same functional class as PI-curated RGS9 = -1,,
8,dopamine,Dopamine,8.2,D2-like receptors and Gi signalling,RGS9,-1,brake,medium,curated,FALSE,PI-curated: terminates GPCR signal,,
8,dopamine,Dopamine,8.3,"Dopamine reuptake, uptake-2 transport and catabolism",COMT,-1,brake,high,curated,FALSE,PI-curated: degrades DA,,
8,dopamine,Dopamine,8.3,"Dopamine reuptake, uptake-2 transport and catabolism",SLC22A1,-1,clearance,low,rule,FALSE,rule: plasma-membrane clearance transporter (OCT1 uptake-2); low-affinity and largely hepatic/renal not striatal,,low_confidence_signed
8,dopamine,Dopamine,8.3,"Dopamine reuptake, uptake-2 transport and catabolism",SLC22A2,-1,clearance,low,rule,FALSE,rule: plasma-membrane clearance transporter (OCT2 uptake-2); low-affinity and largely renal not striatal,,low_confidence_signed
8,dopamine,Dopamine,8.3,"Dopamine reuptake, uptake-2 transport and catabolism",SLC6A3,-1,brake,high,curated,FALSE,PI-curated: DAT reuptake clears synaptic DA,,
8,dopamine,Dopamine,8.4,Adenosine modulation of dopaminergic signaling,ADA,1,driver,medium,rule,FALSE,"rule: deaminates adenosine, the opposing modulator the PI signed -1 via ADORA1/ADORA2A; removing it raises DA tone",,
8,dopamine,Dopamine,8.4,Adenosine modulation of dopaminergic signaling,ADORA1,-1,brake,medium,curated,FALSE,PI-curated: adenosine opposes DA signalling,,
8,dopamine,Dopamine,8.4,Adenosine modulation of dopaminergic signaling,ADORA2A,-1,brake,high,curated,FALSE,"DISAGREE: PI sign kept. A2A is Gs and raises cAMP, so a strict transduction reading of a D1-like/cAMP tone gives +1",,pi_adjudicate_disagreement
8,dopamine,Dopamine,8.4,Adenosine modulation of dopaminergic signaling,ADORA2B,0,ambiguous,medium,literature,FALSE,"RESOLVED SET_ZERO: Gs coupling is real but sits in low-affinity astroglial A2B, not the striatal cAMP-DARPP-32 output the tone names; the A1/A2A class analogy fails likewise. Neither referent reaches the tone | PI: set to 0 so it conflicts with neither A2A framing; ties to the ADORA2A ruling",15569261;12421692,pi_framing_choice
8,dopamine,Dopamine,8.4,Adenosine modulation of dopaminergic signaling,NT5E,-1,brake,medium,rule,FALSE,rule: CD73 generates extracellular adenosine - synthesis of the modulator that opposes dopaminergic signalling,,
8,dopamine,Dopamine,8.5,Postsynaptic integration and plasticity,AKT1,0,ambiguous,medium,rule,FALSE,collision: node inactivated by DA via the D2/beta-arrestin2 arm vs generic survival hub; OmniPath AKT1->GSK3B sign conflicts,,
8,dopamine,Dopamine,8.5,Postsynaptic integration and plasticity,CALY,0,ambiguous,low,rule,FALSE,collision: calcyon reported to potentiate D1-linked Ca signalling and also to act as a clathrin adaptor driving D1 endocytosis,,
8,dopamine,Dopamine,8.5,Postsynaptic integration and plasticity,GSK3B,0,ambiguous,medium,rule,FALSE,collision: mediates the D2/beta-arrestin arm of DA action but is itself inhibited by D1/PKA - opposite signs on the two readings,,
8,dopamine,Dopamine,8.5,Postsynaptic integration and plasticity,PDE10A,-1,brake,medium,curated,FALSE,PI-curated: terminates cAMP signal,,
8,dopamine,Dopamine,8.5,Postsynaptic integration and plasticity,PDE1B,-1,catabolism,medium,rule,FALSE,rule: Ca/calmodulin-dependent phosphodiesterase hydrolysing striatal cAMP; same class as PI-curated PDE10A = -1,,
8,dopamine,Dopamine,8.5,Postsynaptic integration and plasticity,PPP1R1B,1,transducer,high,curated,TRUE,PI-curated: DARPP-32 signal hub,,
8,dopamine,Dopamine,8.6,"Dopaminergic neuron specification, maintenance and proteostasis",ALDH1A1,0,ambiguous,medium,rule,FALSE,collision: oxidizes the DA metabolite DOPAL (catabolic arm) but also supports SNc subtype function and retinoid signalling,,
8,dopamine,Dopamine,8.6,"Dopaminergic neuron specification, maintenance and proteostasis",EN1,0,off-axis,medium,rule,FALSE,rule: lineage-identity TF class - midbrain patterning/survival factor whose effect on tone runs through cell fate,,
8,dopamine,Dopamine,8.6,"Dopaminergic neuron specification, maintenance and proteostasis",FOXA2,0,off-axis,low,rule,FALSE,rule: lineage-identity TF class - mDA specification factor; reported adult maintenance role still acts via cell fate,,
8,dopamine,Dopamine,8.6,"Dopaminergic neuron specification, maintenance and proteostasis",LMX1A,0,off-axis,medium,rule,FALSE,rule: lineage-identity TF class - mDA specification factor acting through cell fate not signalling level,,
8,dopamine,Dopamine,8.6,"Dopaminergic neuron specification, maintenance and proteostasis",NR4A2,1,driver,high,curated,FALSE,PI-curated: Nurr1; DA neuron phenotype maintenance,,
8,dopamine,Dopamine,8.6,"Dopaminergic neuron specification, maintenance and proteostasis",PITX3,1,driver,medium,literature,FALSE,Pitx3-null mice lose tyrosine hydroxylase expression specifically in substantia nigra; Pitx3 is required to regulate TH,15950611,
8,dopamine,Dopamine,8.6,"Dopaminergic neuron specification, maintenance and proteostasis",SNCA,-1,brake,medium,literature,FALSE,AAV overexpression of human alpha-synuclein in nigral DA neurons impaired striatal DA release and reuptake before cell loss,22315428;16242637,
9,serotonin,Serotonin,9.1,"Serotonin synthesis, reuptake and transporter regulation",ITGB3,-1,accessory,medium,literature,FALSE,"Itgb3 haploinsufficiency lowered SERT-mediated 5-HT uptake in midbrain synaptosomes, so ITGB3 supports 5-HT clearance",25684064;24083985,
9,serotonin,Serotonin,9.1,"Serotonin synthesis, reuptake and transporter regulation",SLC6A4,-1,clearance,high,rule,FALSE,rule: SERT is the high-affinity plasma-membrane reuptake transporter clearing synaptic 5-HT,,
9,serotonin,Serotonin,9.1,"Serotonin synthesis, reuptake and transporter regulation",TPH1,1,synthesis,high,rule,TRUE,rule: rate-limiting enzyme of 5-HT synthesis (peripheral isoform),,
9,serotonin,Serotonin,9.1,"Serotonin synthesis, reuptake and transporter regulation",TPH2,1,synthesis,high,rule,TRUE,rule: rate-limiting enzyme of neuronal 5-HT synthesis - the anchor of serotonergic tone,,
9,serotonin,Serotonin,9.2,5-HT1 and 5-HT5 receptors (Gi-coupled),HTR1A,-1,autoreceptor,high,gtopdb,FALSE,Gi/o somatodendritic autoreceptor; raising it in 5-HT neurons lowered raphe 5-HT content and neuronal activity | confirmed by GtoPdb coupling (Gi/o),29101244; GtoPdb Gi/o,
9,serotonin,Serotonin,9.2,5-HT1 and 5-HT5 receptors (Gi-coupled),HTR1B,-1,autoreceptor,high,gtopdb,FALSE,rule: Gi/o-coupled terminal autoreceptor restraining 5-HT release | confirmed by GtoPdb coupling (Gi/o),GtoPdb Gi/o,
9,serotonin,Serotonin,9.2,5-HT1 and 5-HT5 receptors (Gi-coupled),HTR1D,-1,autoreceptor,high,gtopdb,FALSE,rule: Gi/o-coupled presynaptic autoreceptor restraining 5-HT release | confirmed by GtoPdb coupling (Gi/o),GtoPdb Gi/o,
9,serotonin,Serotonin,9.2,5-HT1 and 5-HT5 receptors (Gi-coupled),HTR1E,-1,transducer,high,gtopdb,FALSE,rule: Gi/o-coupled inhibitory receptor lowering postsynaptic cAMP; no established autoreceptor role | confirmed by GtoPdb coupling (Gi/o),GtoPdb Gi/o,
9,serotonin,Serotonin,9.2,5-HT1 and 5-HT5 receptors (Gi-coupled),HTR1F,-1,transducer,high,gtopdb,FALSE,rule: Gi/o-coupled inhibitory receptor lowering postsynaptic cAMP | confirmed by GtoPdb coupling (Gi/o),GtoPdb Gi/o,
9,serotonin,Serotonin,9.2,5-HT1 and 5-HT5 receptors (Gi-coupled),HTR5A,-1,transducer,high,gtopdb,FALSE,rule: 5-HT5A couples to Gi/o and inhibits adenylyl cyclase - inhibitory transduction | confirmed by GtoPdb coupling (Gi/Go),GtoPdb Gi/Go,
9,serotonin,Serotonin,9.3,5-HT2 receptors (Gq-coupled),HTR2A,1,transducer,high,gtopdb,FALSE,rule: Gq-coupled excitatory transduction | confirmed by GtoPdb coupling (Gq/11),GtoPdb Gq/11,
9,serotonin,Serotonin,9.3,5-HT2 receptors (Gq-coupled),HTR2B,1,transducer,high,gtopdb,FALSE,rule: Gq-coupled excitatory transduction; largely peripheral distribution | confirmed by GtoPdb coupling (Gq/11),GtoPdb Gq/11,
9,serotonin,Serotonin,9.3,5-HT2 receptors (Gq-coupled),HTR2C,1,transducer,high,gtopdb,FALSE,rule: Gq-coupled excitatory transduction; note high constitutive activity and net inhibitory effects on other systems | confirmed by GtoPdb coupling (Gq/11),GtoPdb Gq/11,
9,serotonin,Serotonin,9.4,5-HT3 receptors (ligand-gated ion channel),HTR3A,1,transducer,high,rule,FALSE,rule: cation-permeable excitatory ligand-gated ion channel - the only subunit forming functional homopentamers,,
9,serotonin,Serotonin,9.4,5-HT3 receptors (ligand-gated ion channel),HTR3B,1,accessory,high,literature,FALSE,heteromeric 5-HT3A/B single-channel conductance is about 16 pS versus under 1 pS for homomeric 5-HT3A,15157181,
9,serotonin,Serotonin,9.4,5-HT3 receptors (ligand-gated ion channel),HTR3C,-1,accessory,medium,literature,FALSE,5-HT3A/C heteromeric receptors exhibited decreased 5-HT efficacy relative to homomeric 5-HT3A,17392525,
9,serotonin,Serotonin,9.4,5-HT3 receptors (ligand-gated ion channel),HTR3D,1,accessory,medium,literature,FALSE,"5-HT showed increased efficacy at 5-HT3A/D heteromers, consistent with increased surface expression",17392525,
9,serotonin,Serotonin,9.4,5-HT3 receptors (ligand-gated ion channel),HTR3E,1,accessory,low,literature,FALSE,5-HT efficacy increased at 5-HT3A/E heteromers but decreased at 5-HT3A/Ea - direction is isoform-dependent,17392525,low_confidence_signed
9,serotonin,Serotonin,9.5,"5-HT4, 5-HT6 and 5-HT7 receptors (Gs-coupled)",HTR4,1,transducer,high,gtopdb,FALSE,rule: Gs-coupled receptor raising cAMP - excitatory transduction | confirmed by GtoPdb coupling (Gs),GtoPdb Gs,
9,serotonin,Serotonin,9.5,"5-HT4, 5-HT6 and 5-HT7 receptors (Gs-coupled)",HTR6,1,transducer,high,gtopdb,FALSE,rule: Gs-coupled receptor raising cAMP - excitatory transduction | confirmed by GtoPdb coupling (Gs),GtoPdb Gs,
9,serotonin,Serotonin,9.5,"5-HT4, 5-HT6 and 5-HT7 receptors (Gs-coupled)",HTR7,1,transducer,high,gtopdb,FALSE,rule: Gs-coupled receptor raising cAMP - excitatory transduction | confirmed by GtoPdb coupling (Gs),GtoPdb Gs,
9,serotonin,Serotonin,9.6,Serotonergic neuron identity,ASCL1,0,off-axis,high,literature,FALSE,RESOLVED KEEP_CURRENT: Signed vs raphe 5-HT output: Ascl1 is transient and reaches tone only by making the neurons and activating Pet1/Gata3. TRRUST's direction is also backwards - loss abolishes 5-HT.,15133515; 9435281,
9,serotonin,Serotonin,9.6,Serotonergic neuron identity,FEV,1,driver,medium,literature,FALSE,Pet1 is the obligatory enhancer of serotonergic differentiation and drives the TPH2/SLC6A4 battery; also raises 5-HT1A autoreceptor,21619616,
9,serotonin,Serotonin,9.6,Serotonergic neuron identity,GATA3,0,off-axis,medium,rule,FALSE,rule: lineage-identity TF class - 5-HT neuron differentiation factor acting through cell fate,,
9,serotonin,Serotonin,9.6,Serotonergic neuron identity,INSM1,0,off-axis,low,rule,FALSE,rule: lineage-identity TF class - neurogenic/neuroendocrine factor with no direct serotonergic effector target,,
9,serotonin,Serotonin,9.6,Serotonergic neuron identity,LMX1B,0,off-axis,medium,rule,FALSE,rule: lineage-identity TF class - 5-HT lineage specification factor acting through cell fate,,
9,serotonin,Serotonin,9.6,Serotonergic neuron identity,NKX2-2,0,off-axis,medium,rule,FALSE,rule: lineage-identity TF class - ventral neural patterning factor acting through cell fate,,
9,serotonin,Serotonin,9.7,Transcriptional control of HTR1A and SLC6A4,CC2D1A,1,driver,high,literature,FALSE,adult 5-HT-neuron KO of Freud-1/Cc2d1a raised 5-HT1A autoreceptor and lowered raphe 5-HT content and firing,29101244;20392296,
9,serotonin,Serotonin,9.7,Transcriptional control of HTR1A and SLC6A4,DEAF1,1,brake-of-brake,medium,literature,FALSE,"RESOLVED ADOPT_DATABASE: Signed vs serotonergic tone: Deaf1-/- raised the raphe 5-HT1A autoreceptor and lowered 5-HT; cortical heteroreceptor fell too, so both arms of its dual action give +1.",22232550; 29101244; 27488351,
9,serotonin,Serotonin,9.7,Transcriptional control of HTR1A and SLC6A4,REST,0,ambiguous,medium,literature,FALSE,"RESOLVED KEEP_CURRENT: Signed vs serotonergic tone: TRRUST's direction is wrong - REST represses TPH2 (DN-REST raises it), giving -1, which collides with REST's repression of the -1 HTR1A autoreceptor | PI: 0 because an anchor edge and a brake edge collide; -1 if the tone is anchored on synthesis alone",17613521,pi_framing_choice
9,serotonin,Serotonin,9.7,Transcriptional control of HTR1A and SLC6A4,YY1,0,unresolved,low,unresolved,FALSE,no signed HTR1A or SLC6A4 edge in OmniPath and no direction-establishing study retrieved; a YY1 knockdown assaying both would settle it,,unresolved_needs_evidence
10,noradrenaline,Noradrenaline & sympathetic nervous system,10.1,"Noradrenaline synthesis, vesicular storage and clearance",CHGA,1,driver,medium,curated,FALSE,PI-curated: granule component; sympathetic output marker,,
10,noradrenaline,Noradrenaline & sympathetic nervous system,10.1,"Noradrenaline synthesis, vesicular storage and clearance",CHGB,1,driver,medium,rule,FALSE,rule: secretogranin-1 granin organizing catecholamine secretory granules; same class as PI-curated CHGA = +1,,
10,noradrenaline,Noradrenaline & sympathetic nervous system,10.1,"Noradrenaline synthesis, vesicular storage and clearance",DBH,1,driver,high,curated,TRUE,PI-curated: DA to NE conversion,,
10,noradrenaline,Noradrenaline & sympathetic nervous system,10.1,"Noradrenaline synthesis, vesicular storage and clearance",PNMT,1,driver,medium,curated,FALSE,PI-curated: NE to E conversion,,
10,noradrenaline,Noradrenaline & sympathetic nervous system,10.1,"Noradrenaline synthesis, vesicular storage and clearance",SLC18A1,1,driver,medium,rule,FALSE,rule: vesicular loading/storage transporter (VMAT1) building the releasable catecholamine pool,,
10,noradrenaline,Noradrenaline & sympathetic nervous system,10.1,"Noradrenaline synthesis, vesicular storage and clearance",SLC6A2,-1,brake,high,curated,FALSE,PI-curated: NET reuptake,,
10,noradrenaline,Noradrenaline & sympathetic nervous system,10.2,Alpha-1 adrenoceptors,ADRA1A,1,transducer,medium,curated,FALSE,PI-curated: alpha1,,
10,noradrenaline,Noradrenaline & sympathetic nervous system,10.2,Alpha-1 adrenoceptors,ADRA1B,1,transducer,medium,curated,FALSE,PI-curated: alpha1,,
10,noradrenaline,Noradrenaline & sympathetic nervous system,10.2,Alpha-1 adrenoceptors,ADRA1D,1,transducer,high,gtopdb,FALSE,rule: Gq-coupled postsynaptic alpha1 vasoconstrictor receptor; same class as PI-curated ADRA1A/ADRA1B = +1 | confirmed by GtoPdb coupling (Gq/11),GtoPdb Gq/11,
