system_id,system,gene,gene_name,chr,n_probes,n_kept,usability,caution,gene_function
4,Sex steroids: receptors & metabolism,GPER1,G protein-coupled estrogen receptor 1,chr7,26,4,adequate,,"G protein-coupled oestrogen receptor mediating rapid, non-genomic oestradiol signalling through cAMP and calcium. Captures the fast arm of oestrogen action on a timescale transcriptional receptors cannot explain."
4,Sex steroids: receptors & metabolism,HOXB13,homeobox B13,chr17,26,4,adequate,,Prostate-specific homeobox factor that partners the androgen receptor and reprogrammes its binding sites. Determines the tissue identity of the androgen response.
4,Sex steroids: receptors & metabolism,HSD17B1,hydroxysteroid 17-beta dehydrogenase 1,chr17,12,4,adequate,,"Converts oestrone to the far more potent oestradiol, mainly in placenta and granulosa cells. The activating step of the oestrogen branch."
4,Sex steroids: receptors & metabolism,SULT2A1,sulfotransferase family 2A member 1,chr19,10,4,adequate,,"Sulfonates DHEA to DHEA-S, the most abundant circulating steroid and a reservoir for peripheral androgen and oestrogen synthesis. Controls the size of the steroid precursor pool."
4,Sex steroids: receptors & metabolism,NCOA2,nuclear receptor coactivator 2,chr8,26,3,adequate,,"SRC-2, a coactivator with a tissue profile distinct from NCOA1 and a strong role in metabolic and reproductive tissue. Determines which target genes a given receptor actually activates."
4,Sex steroids: receptors & metabolism,AKR1C3,aldo-keto reductase family 1 member C3,chr10,7,2,limited - 2 probes,,"17-beta-hydroxysteroid dehydrogenase type 5, generating testosterone from androstenedione in peripheral tissue independently of the gonads. The main route to extragonadal androgen."
4,Sex steroids: receptors & metabolism,AKR1C4,aldo-keto reductase family 1 member C4,chr10,6,2,limited - 2 probes,,"The liver-specific family member, dominating hepatic bile acid and steroid reduction. Its methylation bears on systemic steroid clearance rather than on local tissue action."
4,Sex steroids: receptors & metabolism,ESR2,estrogen receptor 2,chr14,33,2,limited - 2 probes,,"Oestrogen receptor beta, often opposing ESR1 and enriched in hypothalamus, hippocampus and amygdala. Generally linked to the anxiolytic and social effects of oestradiol rather than to reproductive ones."
4,Sex steroids: receptors & metabolism,FOXA1,forkhead box A1,chr14,20,2,limited - 2 probes,,"Pioneer factor that opens compacted chromatin so androgen and oestrogen receptors can reach their response elements. Its binding is strongly methylation-sensitive, making it a direct route from DNA methylation to hormone responsiveness."
4,Sex steroids: receptors & metabolism,HSD17B3,hydroxysteroid 17-beta dehydrogenase 3,chr9,13,2,limited - 2 probes,,"The testicular enzyme converting androstenedione to testosterone; deficiency causes 46,XY disorders of sex development. The final activating step of testicular androgen synthesis."
4,Sex steroids: receptors & metabolism,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6,chr12,13,2,limited - 2 probes,,"Oxidative enzyme with 3-alpha-hydroxysteroid dehydrogenase activity that back-converts androstanediol to DHT, providing an alternative androgen route. Relevant where classical synthesis is limited."
4,Sex steroids: receptors & metabolism,AKR1D1,aldo-keto reductase family 1 member D1,chr7,10,1,SINGLE PROBE - cannot support a gene-level claim,,"5-beta-reductase, directing steroids down the inactivating 5-beta route instead of the activating 5-alpha route. The metabolic fork determining whether a steroid is potentiated or cleared."
4,Sex steroids: receptors & metabolism,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,chr11,14,1,SINGLE PROBE - cannot support a gene-level claim,,"Primarily a fatty acid elongase that also generates oestradiol, widely expressed and linking lipid metabolism to oestrogen supply. Its dual role makes methylation effects here ambiguous to interpret."
4,Sex steroids: receptors & metabolism,NCOA1,nuclear receptor coactivator 1,chr2,18,1,SINGLE PROBE - cannot support a gene-level claim,,"Steroid receptor coactivator 1, recruited by ligand-bound steroid receptors to acetylate histones and open chromatin. The bridge between hormone binding and epigenetic change."
4,Sex steroids: receptors & metabolism,NCOA3,nuclear receptor coactivator 3,chr20,31,1,SINGLE PROBE - cannot support a gene-level claim,,"SRC-3, amplified in hormone-dependent cancers and the most growth-promoting family member. Its dosage strongly modulates receptor output."
4,Sex steroids: receptors & metabolism,NRIP1,nuclear receptor interacting protein 1,chr21,16,1,SINGLE PROBE - cannot support a gene-level claim,,"RIP140, a corepressor that dampens nuclear receptor output despite being recruited by the same ligand. Provides the negative control against which the coactivators are read."
4,Sex steroids: receptors & metabolism,SRD5A1,steroid 5 alpha-reductase 1,chr5,16,1,SINGLE PROBE - cannot support a gene-level claim,,"5-alpha-reductase type 1, dominant in liver, skin and brain, converting testosterone to the more potent DHT and progesterone to allopregnanolone. Links the androgen pathway to neurosteroid GABA modulation."
4,Sex steroids: receptors & metabolism,AKR1C1,aldo-keto reductase family 1 member C1,chr10,2,0,NO USABLE PROBE - all filtered out for low variance,,"Reduces progesterone to 20-alpha-hydroxyprogesterone, lowering progestogenic tone. The main progesterone-inactivating enzyme in peripheral tissue."
4,Sex steroids: receptors & metabolism,SRD5A3,steroid 5 alpha-reductase 3,chr4,11,0,NO USABLE PROBE - all filtered out for low variance,,"Third 5-alpha-reductase, acting primarily as a polyprenol reductase in N-glycosylation with weaker steroid activity. Included for completeness of the family rather than for a strong steroid role."
4,Sex steroids: receptors & metabolism,SULT1E1,sulfotransferase family 1E member 1,chr4,1,0,NO USABLE PROBE - all filtered out for low variance,,"Oestrogen sulfotransferase, inactivating oestradiol by sulfonation so it can no longer bind its receptor. The primary off-switch for oestrogen at tissue level."
4,Sex steroids: receptors & metabolism,UGT2B15,UDP glucuronosyltransferase family 2 member B15,chr4,2,0,NO USABLE PROBE - all filtered out for low variance,,"Glucuronidates DHT and androstanediol with high specificity, the main inactivation step for potent androgens. With UGT2B17 it sets androgen half-life."
4,Sex steroids: receptors & metabolism,UGT2B17,UDP glucuronosyltransferase family 2 member B17,NA,0,0,NOT ON ARRAY - no EPIC v2 probe exists,,Androgen-glucuronidating enzyme notable for a common whole-gene deletion with strong ancestry variation. Probes here may reflect copy number rather than methylation and should be interpreted with caution.
5,"HPG axis, puberty & KNDy",DHRS9,dehydrogenase/reductase 9,chr2,21,9,good,,"Retinol dehydrogenase contributing to retinoic acid generation in gonadal tissue, where retinoic acid governs entry into meiosis. Links vitamin A status to germ cell development."
5,"HPG axis, puberty & KNDy",INHA,inhibin subunit alpha,chr2,14,7,good,,"Inhibin alpha subunit, part of the gonadal feedback that specifically suppresses pituitary FSH. Provides selective FSH control independent of LH."
5,"HPG axis, puberty & KNDy",INHBB,inhibin subunit beta B,chr2,16,7,good,,"Beta-B subunit, generating inhibin B, the clinical marker of Sertoli cell function and ovarian reserve. The most directly measurable output of this feedback arm."
5,"HPG axis, puberty & KNDy",AMH,anti-Mullerian hormone,chr19,15,6,good,,"Anti-Mullerian hormone, driving Mullerian regression in male fetal development and serving as the standard ovarian reserve marker in adults. Two quite separate uses of one gene."
5,"HPG axis, puberty & KNDy",DMRT1,doublesex and mab-3 related transcription factor 1,chr9,17,5,adequate,,"Maintains testicular identity after birth by repressing FOXL2, the mirror image of FOXL2's action. Sits at 9p24.3, where deletion causes gonadal dysgenesis."
5,"HPG axis, puberty & KNDy",FSHB,follicle stimulating hormone subunit beta,chr11,7,4,adequate,,"Follicle-stimulating hormone beta subunit, governing follicular growth and spermatogenesis and limiting FSH output. Its transcription responds to slow GnRH pulses, unlike LHB."
5,"HPG axis, puberty & KNDy",FSHR,follicle stimulating hormone receptor,chr2,6,4,adequate,,Granulosa and Sertoli cell FSH receptor controlling follicle recruitment and Sertoli cell number. Sets the ceiling on gamete production.
5,"HPG axis, puberty & KNDy",RSPO1,R-spondin 1,chr1,13,4,adequate,,Amplifies WNT4 signalling; its loss causes female-to-male sex reversal. The dose-setting partner of the ovarian pathway.
5,"HPG axis, puberty & KNDy",SOX9,SRY-box transcription factor 9,chr17,18,4,adequate,,"The effector of SRY, sufficient to drive testis formation even without SRY and central to chondrogenesis as well. The convergence point of male sex determination."
5,"HPG axis, puberty & KNDy",WNT4,Wnt family member 4,chr1,16,4,adequate,,Ovarian pathway gene opposing testis development and required for Mullerian duct formation. One half of the antagonistic pair with the SOX9 route.
5,"HPG axis, puberty & KNDy",INHBA,inhibin subunit beta A,chr7,14,3,adequate,,"Beta-A subunit, forming inhibin A with INHA but activin A when dimerised with itself, so one gene yields opposing signals. Its methylation effects depend entirely on partner availability."
5,"HPG axis, puberty & KNDy",CGA,"glycoprotein hormones, alpha polypeptide",chr6,7,2,limited - 2 probes,,"The common alpha subunit shared by LH, FSH, TSH and hCG. Because it is shared, its methylation could shift several endocrine axes at once."
5,"HPG axis, puberty & KNDy",FOXL2,forkhead box L2,chr3,19,2,limited - 2 probes,,"The ovarian determination factor actively repressing SOX9 throughout life; its loss makes adult granulosa cells transdifferentiate towards Sertoli cells. Shows gonadal identity is actively maintained, not merely established."
5,"HPG axis, puberty & KNDy",INSL3,insulin like 3,chr19,9,2,limited - 2 probes,,"Leydig cell peptide directing the transabdominal phase of testicular descent and serving as a constitutive marker of Leydig function. Less pulsatile than testosterone, so a steadier readout."
5,"HPG axis, puberty & KNDy",TACR3,tachykinin receptor 3,chr4,14,2,limited - 2 probes,,The neurokinin B receptor completing the autocrine KNDy loop; its loss produces the same pubertal failure as loss of TAC3. Confirms the pathway is obligatory rather than modulatory.
5,"HPG axis, puberty & KNDy",GNRH1,gonadotropin releasing hormone 1,chr8,9,1,SINGLE PROBE - cannot support a gene-level claim,,"Gonadotropin-releasing hormone, released in pulses from hypothalamic neurons to drive the entire reproductive axis. Pulse frequency, not total amount, determines whether LH or FSH predominates."
5,"HPG axis, puberty & KNDy",KISS1,KiSS-1 metastasis suppressor,chr1,9,1,SINGLE PROBE - cannot support a gene-level claim,,"Kisspeptin, the obligate upstream trigger of GnRH release and the gatekeeper of puberty onset. Its promoter methylation shifts across the pubertal transition, making it a rare developmentally dynamic target."
5,"HPG axis, puberty & KNDy",LIN28B,lin-28 RNA binding posttranscriptional regulator B,chr6,10,1,SINGLE PROBE - cannot support a gene-level claim,,"RNA-binding protein blocking let-7 microRNA maturation, and the strongest common-variant locus for age at menarche. A rare case where a GWAS hit has a clean mechanism."
5,"HPG axis, puberty & KNDy",RXFP2,relaxin family peptide receptor 2,chr13,6,1,SINGLE PROBE - cannot support a gene-level claim,,The INSL3 receptor; its loss causes cryptorchidism. Completes the descent-signalling pair with INSL3.
5,"HPG axis, puberty & KNDy",AMHR2,anti-Mullerian hormone receptor type 2,chr12,7,0,NO USABLE PROBE - all filtered out for low variance,,The AMH receptor; its loss produces persistent Mullerian duct syndrome in genetic males despite normal testosterone. Demonstrates that the two arms of male differentiation are separable.
5,"HPG axis, puberty & KNDy",GNRHR,gonadotropin releasing hormone receptor,chr4,5,0,NO USABLE PROBE - all filtered out for low variance,,"The pituitary GnRH receptor, whose density is itself GnRH-regulated, producing the self-priming that underlies the LH surge. The gain control of the axis."
5,"HPG axis, puberty & KNDy",KISS1R,KISS1 receptor,chr19,12,0,NO USABLE PROBE - all filtered out for low variance,,The kisspeptin receptor on GnRH neurons; loss of function causes normosmic hypogonadotropic hypogonadism and absent puberty. The single obligatory relay from kisspeptin to GnRH.
5,"HPG axis, puberty & KNDy",LHB,luteinizing hormone subunit beta,chr19,6,0,NO USABLE PROBE - all filtered out for low variance,,"The luteinising hormone beta subunit, conferring specificity on the shared glycoprotein alpha chain and driving ovulation and testicular testosterone. The subunit that makes LH distinct."
5,"HPG axis, puberty & KNDy",LHCGR,luteinizing hormone/choriogonadotropin receptor,chr2,10,0,NO USABLE PROBE - all filtered out for low variance,,"Gonadal receptor for LH and hCG, driving ovulation, luteinisation and Leydig cell testosterone. The point at which a pituitary signal becomes gonadal steroid output."
5,"HPG axis, puberty & KNDy",SRY,sex determining region Y,NA,0,0,NOT ON ARRAY - no EPIC v2 probe exists,,"The Y-linked testis-determining factor initiating male gonadal development through SOX9. Present only in males, so it must be analysed within sex or excluded outright."
5,"HPG axis, puberty & KNDy",TAC3,tachykinin precursor 3,chr12,6,0,NO USABLE PROBE - all filtered out for low variance,,"Neurokinin B, one of the three KNDy neuron peptides, providing the stimulatory drive that sets GnRH pulse frequency. Mutations delay or abolish puberty."
6,Libido & sexual function,NOS3,nitric oxide synthase 3,chr7,25,11,good,,"Endothelial nitric oxide synthase, the source of the NO that drives corpus cavernosum vasodilation and genital blood flow. The initiating enzyme of the physiological arousal response."
6,Libido & sexual function,PRLR,prolactin receptor,chr5,23,11,good,,"The prolactin receptor, signalling through JAK2 and STAT5 in mammary tissue and hypothalamus. Determines sensitivity to a hormone whose levels vary enormously across the peripartum period."
6,Libido & sexual function,GALR1,galanin receptor 1,chr18,34,6,good,,"Gi-coupled galanin receptor mediating the inhibitory, sedative and anxiolytic effects of galanin. The dampening arm of galanin signalling."
6,Libido & sexual function,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,chr4,13,6,good,,Beta subunit carrying the haem group that actually binds NO; the enzyme is non-functional without it. The NO-sensing half of the heterodimer.
6,Libido & sexual function,GALR3,galanin receptor 3,chr22,13,3,adequate,,Gi-coupled galanin receptor concentrated in limbic regions and pursued as an antidepressant and anxiolytic target. The least characterised of the three.
6,Libido & sexual function,NOS2,nitric oxide synthase 2,chr17,17,3,adequate,,"Inducible nitric oxide synthase, producing sustained high-output NO during inflammation rather than the pulsatile NO of arousal. Its activity signals an inflammatory rather than a signalling context."
6,Libido & sexual function,PRKG1,protein kinase cGMP-dependent 1,chr10,31,3,adequate,,"cGMP-dependent protein kinase, the effector that lowers intracellular calcium and relaxes smooth muscle. Where the cGMP signal becomes mechanical change."
6,Libido & sexual function,GAL,galanin and GMAP prepropeptide,chr11,13,2,limited - 2 probes,,"Galanin, co-released with noradrenaline and serotonin and a facilitator of male sexual reflexes in animal models, while broadly inhibitory of arousal systems. Its role is therefore state-dependent rather than fixed."
6,Libido & sexual function,GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1,chr4,25,2,limited - 2 probes,,"Alpha subunit of soluble guanylate cyclase, the NO receptor that converts GTP to cGMP. The obligatory transducer between NO and smooth muscle relaxation."
6,Libido & sexual function,PDE5A,phosphodiesterase 5A,chr4,23,2,limited - 2 probes,,"Phosphodiesterase 5, degrading cGMP and terminating the relaxation response; the target of sildenafil. The best-validated pharmacological node in this system."
6,Libido & sexual function,PRL,prolactin,chr6,10,2,limited - 2 probes,,"Prolactin, driving lactation and, after orgasm, mediating the refractory period by suppressing dopaminergic drive. Chronically elevated levels are a common cause of reduced libido."
6,Libido & sexual function,PTGER3,prostaglandin E receptor 3,chr1,13,2,limited - 2 probes,,"The EP3 prostaglandin receptor, Gi-coupled and generally contractile, opposing the relaxant EP2 and EP4 receptors. Provides the counter-regulatory prostaglandin signal."
6,Libido & sexual function,GALR2,galanin receptor 2,chr17,9,1,SINGLE PROBE - cannot support a gene-level claim,,"Gq-coupled galanin receptor with excitatory and trophic effects, generally opposing GALR1. Receptor subtype, not ligand, determines the direction of the effect."
6,Libido & sexual function,PTGES,prostaglandin E synthase,chr9,8,1,SINGLE PROBE - cannot support a gene-level claim,,"Prostaglandin E synthase, generating PGE1 and PGE2, which produce erection independently of the NO pathway. The basis of alprostadil therapy where NO signalling fails."
6,Libido & sexual function,ARG1,arginase 1,chr6,5,0,NO USABLE PROBE - all filtered out for low variance,,"Arginase 1, competing with nitric oxide synthase for their shared arginine substrate and so limiting NO production. Substrate competition is a genuine control point here, not a side reaction."
6,Libido & sexual function,ARG2,arginase 2,chr14,12,0,NO USABLE PROBE - all filtered out for low variance,,"The mitochondrial arginase isoform and the one predominantly expressed in genital tissue, making it the main local competitor with NOS3. Directly constrains arousal-related NO output."
6,Libido & sexual function,OR7D4,olfactory receptor family 7 subfamily D member 4,NA,0,0,NOT ON ARRAY - no EPIC v2 probe exists,,"Olfactory receptor for androstenone, whose common functional variants determine whether that steroid smells unpleasant, faintly sweet or of nothing at all. A rare demonstrated genetic basis for individual differences in body-odour perception."
7,"Pregnancy, parturition & lactation",PGF,placental growth factor,chr14,20,7,good,,"Placental growth factor, promoting placental vascular development; low maternal levels precede pre-eclampsia and now guide clinical triage. Directly relevant to placental insufficiency phenotypes."
7,"Pregnancy, parturition & lactation",PTGFR,prostaglandin F receptor,chr1,12,4,adequate,,The PGF2-alpha receptor triggering myometrial contraction and luteolysis; its ablation prevents labour onset in mice. The most direct receptor-level control of parturition timing.
7,"Pregnancy, parturition & lactation",RXFP1,relaxin family peptide receptor 1,chr4,12,4,adequate,,The relaxin receptor mediating cervical ripening and maternal vascular adaptation. The single obligatory relay for relaxin's effects.
7,"Pregnancy, parturition & lactation",FLT1,fms related receptor tyrosine kinase 1,chr13,34,3,adequate,,"VEGF receptor 1, whose soluble form sFlt-1 sequesters PGF and VEGF and is the central mediator of pre-eclampsia. The sFlt-1 to PGF ratio is the standard clinical index."
7,"Pregnancy, parturition & lactation",PTGS2,prostaglandin-endoperoxide synthase 2,chr1,16,3,adequate,,"COX-2, the inducible cyclooxygenase generating the prostaglandins that ripen the cervix and drive myometrial contraction. The principal enzymatic driver of labour onset and a leading preterm birth candidate."
7,"Pregnancy, parturition & lactation",VEGFA,vascular endothelial growth factor A,chr6,49,3,adequate,,"Vascular endothelial growth factor A, driving the angiogenesis that establishes placental perfusion. Its effective availability is set by how much FLT1 sequesters."
7,"Pregnancy, parturition & lactation",CSH1,chorionic somatomammotropin hormone 1,chr17,2,2,limited - 2 probes,,"Placental lactogen, secreted into maternal circulation to induce insulin resistance and redirect glucose to the fetus. A deliberate maternal metabolic sacrifice, and the basis of gestational diabetes."
7,"Pregnancy, parturition & lactation",RLN2,relaxin 2,chr9,3,2,limited - 2 probes,,"The main circulating relaxin, remodelling collagen in the pelvic ligaments and cervix and driving the systemic vasodilation of early pregnancy. The functional relaxin in humans."
7,"Pregnancy, parturition & lactation",RLN1,relaxin 1,chr9,1,1,SINGLE PROBE - cannot support a gene-level claim,,"Relaxin 1, a primate-specific paralogue expressed mainly in prostate and of uncertain role in pregnancy. Included alongside RLN2 because the two cannot be assumed equivalent."
7,"Pregnancy, parturition & lactation",GH2,growth hormone 2,chr17,2,0,NO USABLE PROBE - all filtered out for low variance,,"Placental growth hormone, progressively replacing maternal pituitary GH across gestation and driving maternal IGF-1. The main determinant of maternal metabolic adaptation in late pregnancy."
8,Dopamine,PPP1R1B,protein phosphatase 1 regulatory inhibitor subunit 1B,chr17,30,17,good,,"DARPP-32, the convergence point where D1 and D2 signals are integrated. PKA-phosphorylated DARPP-32 inhibits protein phosphatase 1, which prevents its own dephosphorylation, so this too is a positive feedback loop that amplifies and prolongs a brief dopamine signal."
8,Dopamine,ADORA2A,adenosine A2a receptor,chr22,36,15,good,,"Adenosine A2A receptor, forming heteromers with DRD2 and antagonising it directly; the other main caffeine target. The tightest known molecular coupling between adenosine and dopamine."
8,Dopamine,COMT,catechol-O-methyltransferase,chr22,44,15,good,,"Catechol-O-methyltransferase, degrading dopamine and dominating prefrontal clearance where the transporter is sparse. The Val158Met polymorphism yields a well-replicated prefrontal cognition effect, and the locus sits inside the 22q11 deletion region."
8,Dopamine,NR4A2,nuclear receptor subfamily 4 group A member 2,chr2,29,14,good,,"NURR1, the transcription factor required to specify and then maintain midbrain dopamine neurons. Its loss causes progressive dopaminergic degeneration, making it a survival factor as well as a developmental one."
8,Dopamine,FOXA2,forkhead box A2,chr20,19,9,good,,"Pioneer factor for midbrain dopaminergic differentiation, acting upstream of NR4A2 and PITX3. The earliest step in the specification cascade."
8,Dopamine,SLC6A3,solute carrier family 6 member 3,chr5,22,8,good,,"The dopamine transporter clearing dopamine from the synapse, and the target of methylphenidate and cocaine. It sets the duration of every dopamine signal, so its methylation has system-wide consequences."
8,Dopamine,ANKK1,ankyrin repeat and kinase domain containing 1,chr11,17,7,good,,Kinase adjacent to DRD2 and carrying the TaqIA polymorphism long misattributed to DRD2 itself. Its methylation is best read as a proxy for the DRD2 locus rather than as an independent signal.
8,Dopamine,GNAL,G protein subunit alpha L,chr18,49,7,good,,"The Golf alpha subunit coupling D1 receptors to adenylyl cyclase in striatum, where Gs itself is largely absent. Mutations cause dystonia, showing it is not redundant with Gs."
8,Dopamine,ADORA1,adenosine A1 receptor,chr1,17,6,good,,"Adenosine A1 receptor, inhibitory and broadly opposing dopaminergic arousal; a principal target of caffeine. Links accumulated sleep pressure to dopamine function."
8,Dopamine,DRD1,dopamine receptor D1,chr5,17,5,adequate,,"The main excitatory Gs-coupled dopamine receptor, defining the striatal direct pathway that promotes action initiation. The go side of basal ganglia control."
8,Dopamine,DRD3,dopamine receptor D3,chr3,11,3,adequate,,"D2-like receptor concentrated in limbic rather than dorsal striatum, biasing it towards motivational rather than motor function. The affective member of the D2 family."
8,Dopamine,DRD4,dopamine receptor D4,chr11,10,3,adequate,,"Receptor carrying the well-known exon 3 VNTR whose 7-repeat allele is associated with novelty seeking and ADHD. Probes here may be affected by the repeat, so interpret with care."
8,Dopamine,GPR88,G protein-coupled receptor 88,chr1,16,2,limited - 2 probes,,Orphan striatal receptor tuning both D1 and D2 pathway output; its loss produces hyperactivity and impaired motor learning. A striatum-specific modulator with no known ligand.
8,Dopamine,PDE10A,phosphodiesterase 10A,chr6,46,2,limited - 2 probes,,Striatum-enriched phosphodiesterase degrading both cAMP and cGMP and so setting the gain of dopamine signalling. An active drug target in psychosis.
8,Dopamine,RGS9,regulator of G protein signaling 9,chr17,10,2,limited - 2 probes,,"Regulator of G protein signalling concentrated in striatum, accelerating termination of dopamine receptor signalling. Determines how sharply a dopamine signal ends."
8,Dopamine,CALY,calcyon neuron specific vesicular protein,chr10,11,1,SINGLE PROBE - cannot support a gene-level claim,,Neuron-specific protein regulating D1 receptor internalisation and therefore surface availability. Controls receptor trafficking rather than signalling itself.
8,Dopamine,DRD2,dopamine receptor D2,chr11,18,1,SINGLE PROBE - cannot support a gene-level claim,,"Gi-coupled receptor of the indirect pathway and target of every antipsychotic; as a presynaptic autoreceptor it provides negative feedback on release, opposing the positive feedback loop acting downstream at DARPP-32. Striatal availability is the most studied correlate of reward sensitivity and addiction risk."
8,Dopamine,DRD5,dopamine receptor D5,chr4,5,1,SINGLE PROBE - cannot support a gene-level claim,,"D1-like receptor with higher dopamine affinity than DRD1 but far lower expression, contributing tonic rather than phasic signalling. The low-abundance counterpart to DRD1."
8,Dopamine,PITX3,paired like homeodomain 3,chr10,13,0,NO USABLE PROBE - all filtered out for low variance,,Homeobox factor acting with NR4A2 to specify substantia nigra dopamine neurons in particular. Determines which dopamine population develops.
9,Serotonin,HTR2C,5-hydroxytryptamine receptor 2C,chrX,14,14,good,X-linked: X-inactivation makes female values a two-allele average - analyse within sex or model sex explicitly,"Gq-coupled receptor uniquely subject to RNA editing, which generates isoforms of differing efficacy; regulates appetite and is implicated in antipsychotic weight gain. Transcript sequence here varies independently of DNA."
9,Serotonin,HTR5A,5-hydroxytryptamine receptor 5A,chr7,20,12,good,,"Gi-coupled receptor with poorly resolved function, implicated in circadian regulation and exploratory behaviour. Sparse literature relative to the rest of the family."
9,Serotonin,DEAF1,DEAF1 transcription factor,chr11,48,11,good,,"Transcription factor repressing presynaptic HTR1A while permitting postsynaptic expression, so it sets autoreceptor tone. A single factor controlling the feedback gain of the whole system."
9,Serotonin,HTR3A,5-hydroxytryptamine receptor 3A,chr11,15,8,good,,"The only ionotropic serotonin receptor, a ligand-gated cation channel mediating fast transmission and the antiemetic target of ondansetron. Fast synaptic action rather than modulation."
9,Serotonin,HTR2A,5-hydroxytryptamine receptor 2A,chr13,23,6,good,,"The principal excitatory Gq-coupled serotonin receptor in cortex, mediating psychedelic effects and targeted by atypical antipsychotics. Its methylation is widely studied in psychosis and in childhood adversity."
9,Serotonin,HTR3D,5-hydroxytryptamine receptor 3D,chr3,13,6,good,,"Accessory subunit of the human-specific HTR3C-D-E cluster, expressed at low levels and mainly peripherally. Included for completeness of the locus."
9,Serotonin,HTR6,5-hydroxytryptamine receptor 6,chr1,20,6,good,,"Gs-coupled receptor almost exclusive to the CNS and especially striatum, pursued as a cognition target. Its near-total CNS restriction makes peripheral measurement hard to interpret."
9,Serotonin,TPH2,tryptophan hydroxylase 2,chr12,11,6,good,,"The neuronal isoform and rate-limiting enzyme for all brain serotonin, restricted to the raphe nuclei. The gene that sets central serotonergic capacity."
9,Serotonin,GATA3,GATA binding protein 3,chr10,55,4,adequate,,"Required for serotonergic differentiation in the caudal raphe specifically, giving the programme regional specificity. Determines which raphe subgroups form."
9,Serotonin,HTR3B,5-hydroxytryptamine receptor 3B,chr11,14,4,adequate,,Subunit that combines with HTR3A to raise channel conductance; it cannot form functional channels alone. Modifies the response rather than mediating it.
9,Serotonin,HTR4,5-hydroxytryptamine receptor 4,chr5,21,4,adequate,,"Gs-coupled receptor promoting cAMP signalling, gut motility and hippocampal plasticity, with rapid antidepressant-like effects in animals. One of the few facilitatory serotonin receptors."
9,Serotonin,NKX2-2,NK2 homeobox 2,chr20,19,4,adequate,,Homeobox factor specifying the ventral neural progenitor domain from which serotonergic neurons arise. Acts earlier than FEV in the same cascade.
9,Serotonin,CC2D1A,coiled-coil and C2 domain containing 1A,chr19,18,3,adequate,,"Freud-1, a repressor of HTR1A transcription; its mutation causes autosomal recessive intellectual disability. Links serotonergic regulation to neurodevelopmental outcome."
9,Serotonin,HTR1B,5-hydroxytryptamine receptor 1B,chr6,19,3,adequate,,"Gi-coupled terminal autoreceptor limiting serotonin release, and postsynaptically linked to aggression and impulsivity. Acts at the axon terminal where HTR1A acts at the cell body."
9,Serotonin,HTR1D,5-hydroxytryptamine receptor 1D,chr1,11,3,adequate,,Gi-coupled receptor mediating cranial vasoconstriction and the target of triptans in migraine. Peripheral and vascular rather than behavioural in its principal role.
9,Serotonin,HTR1E,5-hydroxytryptamine receptor 1E,chr6,17,3,adequate,,"Gi-coupled receptor present in human cortex and hippocampus but absent in rodents, and therefore poorly characterised. Its absence from animal models is itself the argument for measuring it in humans."
9,Serotonin,HTR2B,5-hydroxytryptamine receptor 2B,chr2,8,3,adequate,,"Gq-coupled receptor mediating cardiac valve growth, the basis of fenfluramine withdrawal; a stop-codon variant segregates with severe impulsivity in a Finnish pedigree. Peripheral toxicity and behaviour in one gene."
9,Serotonin,FEV,"FEV transcription factor, ETS family member",chr2,13,2,limited - 2 probes,,"PET-1, the terminal selector transcription factor that makes a neuron serotonergic and then maintains that identity. Its loss removes most serotonergic neurons."
9,Serotonin,HTR1F,5-hydroxytryptamine receptor 1F,chr3,11,2,limited - 2 probes,,Gi-coupled receptor targeted by lasmiditan to treat migraine without vasoconstriction. Distinguishes the neural from the vascular arm of migraine mechanism.
9,Serotonin,HTR3E,5-hydroxytryptamine receptor 3E,chr3,16,2,limited - 2 probes,,"Accessory subunit with gut-restricted expression, associated with irritable bowel syndrome in women. The most clearly phenotype-linked of the accessory subunits."
9,Serotonin,INSM1,INSM transcriptional repressor 1,chr20,15,2,limited - 2 probes,,Zinc finger factor driving the transition from progenitor to differentiated neuroendocrine and serotonergic cell. The commitment step of the cascade.
9,Serotonin,HTR1A,5-hydroxytryptamine receptor 1A,chr5,27,1,SINGLE PROBE - cannot support a gene-level claim,,Gi-coupled receptor acting as the somatodendritic autoreceptor on raphe neurons and as a postsynaptic receptor in hippocampus and cortex. Its C(-1019)G promoter variant and methylation are among the most studied markers in depression and SSRI response.
9,Serotonin,HTR3C,5-hydroxytryptamine receptor 3C,chr3,7,1,SINGLE PROBE - cannot support a gene-level claim,,"Accessory subunit absent in rodents and expressed mainly in gut, modulating channel properties. Part of the human-specific expansion of this family."
9,Serotonin,HTR7,5-hydroxytryptamine receptor 7,chr10,12,1,SINGLE PROBE - cannot support a gene-level claim,,"Gs-coupled receptor regulating circadian rhythm, thermoregulation and REM sleep, with high affinity for many antidepressants. The main serotonergic input to the circadian system."
9,Serotonin,LMX1B,LIM homeobox transcription factor 1 beta,chr9,17,1,SINGLE PROBE - cannot support a gene-level claim,,"Transcription factor acting with FEV to specify raphe serotonergic neurons, and separately required for limb and kidney development. Sits upstream of serotonergic identity."
